defaulted;term;property_type;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;family_status;credit_amount
no;21;house;67800.0;1;1;False;False;female;22;43;True;married;589992.0
no;8;apartment;97900.0;2;3;False;True;male;30;54;True;divorced;245000.0
no;7;apartment;89300.0;2;3;False;True;male;30;56;True;widowed;183000.0
yes;11;house;97700.0;0;1;False;False;male;30;74;False;married;228000.0
no;16;house;61800.0;1;1;False;False;male;23;45;True;divorced;274000.0
yes;14;apartment;88000.0;3;2;False;False;male;28;48;True;single;463000.0
no;12;house;62000.0;1;1;False;False;female;30;57;True;single;237243.0
no;12;apartment;66000.0;1;1;True;True;male;30;58;True;divorced;342612.0
no;11;house;89500.0;2;1;True;True;male;30;59;True;divorced;499782.0
no;20;apartment;71800.0;3;3;True;True;male;16;42;True;single;559000.0
no;10;apartment;69200.0;0;1;False;True;male;30;78;False;widowed;95000.0
no;25;house;65300.0;1;1;False;True;female;20;42;True;married;694000.0
no;5;house;65200.0;2;3;False;False;male;30;56;True;divorced;70000.0
no;18;house;107900.0;3;3;True;True;male;27;47;True;married;771000.0
no;7;apartment;68400.0;1;1;True;True;male;30;56;True;married;222000.0
no;18;apartment;64900.0;2;3;True;True;male;30;54;True;single;382000.0
no;15;apartment;110000.0;2;3;True;False;male;27;50;True;divorced;510000.0
no;8;house;158600.0;2;3;True;False;female;30;60;True;married;400000.0
no;12;house;121900.0;0;1;False;False;male;30;77;False;divorced;460257.0
yes;20;house;103700.0;0;1;True;True;female;26;44;True;single;740000.0
yes;20;apartment;71300.0;2;3;False;False;female;29;48;True;married;362000.0
no;15;apartment;85500.0;3;2;False;False;female;30;72;False;single;339000.0
no;20;apartment;63700.0;1;1;True;False;female;18;44;True;married;553000.0
no;15;apartment;97600.0;0;1;False;True;male;28;52;True;widowed;247380.0
no;14;house;105400.0;1;1;True;True;male;30;54;True;married;384183.0
no;12;apartment;62000.0;1;1;True;True;male;30;65;False;married;219000.0
yes;6;apartment;60700.0;3;4;True;False;female;30;59;False;married;79000.0
no;19;house;74900.0;3;3;True;False;male;26;46;True;married;549000.0
no;14;house;92200.0;2;3;False;True;male;30;73;False;married;457000.0
no;5;apartment;96700.0;0;1;False;True;male;30;57;True;divorced;138849.0
yes;12;house;122300.0;3;4;True;False;male;30;73;False;divorced;417663.0
no;12;apartment;63500.0;0;1;True;True;male;30;71;False;divorced;152000.0
no;17;house;102200.0;3;4;True;True;male;22;43;True;married;416000.0
no;5;apartment;123800.0;1;2;True;True;male;30;57;True;married;196000.0
no;13;house;73000.0;2;2;False;False;male;30;56;True;single;424000.0
no;21;house;105800.0;2;1;False;True;male;20;46;True;divorced;717681.0
no;24;house;90900.0;3;4;True;True;male;17;41;True;married;740000.0
no;6;house;60400.0;2;1;True;True;male;30;59;True;divorced;155000.0
no;14;house;92900.0;1;1;False;True;male;30;66;True;single;456165.0
no;16;apartment;128000.0;0;1;False;False;male;24;51;True;single;659000.0
yes;21;apartment;69400.0;2;2;False;False;female;28;49;True;divorced;723000.0
no;11;house;60700.0;1;2;False;True;male;30;59;True;single;198648.0
no;5;apartment;155300.0;3;4;True;True;male;30;67;True;married;240000.0
no;5;house;61000.0;2;1;True;False;male;30;57;True;married;92000.0
no;15;house;80000.0;1;1;False;False;female;30;63;True;married;512000.0
no;16;apartment;69000.0;1;2;False;False;male;30;71;False;single;219000.0
no;24;apartment;118200.0;3;4;False;True;male;17;41;True;single;752184.0
no;19;apartment;66000.0;2;2;False;True;female;23;45;True;single;304110.0
no;17;house;78700.0;1;1;True;False;male;22;47;True;single;475000.0
no;16;apartment;86800.0;1;2;True;True;male;26;49;True;divorced;297000.0
no;13;apartment;75000.0;2;3;False;True;male;30;73;False;single;190000.0
no;24;house;113700.0;0;1;True;False;male;30;54;True;married;966000.0
no;20;house;87500.0;1;1;False;True;male;18;41;True;divorced;663000.0
yes;20;apartment;61800.0;2;1;True;True;female;25;46;True;married;575000.0
yes;9;apartment;125000.0;3;4;False;False;female;30;71;False;single;396000.0
no;12;house;64000.0;1;1;True;True;male;30;68;False;single;251000.0
no;19;house;119200.0;2;3;True;False;male;21;43;True;married;706000.0
no;24;house;60100.0;1;1;True;True;male;24;47;True;divorced;428000.0
no;17;apartment;109600.0;3;4;True;False;male;25;48;True;single;422000.0
no;5;apartment;82700.0;2;3;True;False;male;30;66;True;widowed;100000.0
yes;14;apartment;69300.0;2;3;False;False;female;30;60;True;single;294000.0
no;15;house;63900.0;2;2;True;True;male;30;61;True;married;291000.0
no;8;house;60800.0;2;1;True;False;female;30;59;True;single;172000.0
no;24;house;71900.0;2;1;False;False;female;18;41;True;married;610000.0
no;20;house;112800.0;2;3;False;False;male;22;47;True;single;735909.0
no;11;apartment;87900.0;1;2;True;False;male;30;53;True;divorced;181000.0
no;13;house;70800.0;2;1;False;True;male;30;59;True;single;333000.0
no;15;apartment;114700.0;2;1;True;False;male;30;53;True;widowed;814029.0
yes;7;house;84300.0;3;4;False;False;male;30;71;False;married;147000.0
no;23;house;98800.0;2;3;True;False;male;23;44;True;married;841000.0
no;18;apartment;83600.0;2;1;False;False;male;27;48;True;married;580000.0
no;22;house;75500.0;1;2;True;False;male;25;49;True;married;312000.0
no;24;apartment;83100.0;2;2;True;False;male;22;42;True;married;698000.0
no;17;apartment;60300.0;1;1;False;False;male;30;54;True;single;403000.0
no;10;house;85500.0;0;1;True;False;female;27;51;True;divorced;160000.0
no;15;house;78300.0;3;2;True;True;female;24;50;True;single;357000.0
no;13;apartment;73800.0;2;3;False;False;male;25;48;True;divorced;164000.0
no;10;apartment;70500.0;3;2;True;False;male;28;52;True;married;315000.0
no;7;apartment;61500.0;2;1;True;True;female;30;68;False;divorced;143000.0
no;15;apartment;74400.0;1;1;False;False;male;30;52;True;divorced;364932.0
no;10;house;106100.0;3;3;True;True;male;25;51;True;single;337000.0
no;9;house;141200.0;1;2;True;True;male;30;73;False;single;393000.0
no;14;apartment;77500.0;1;1;True;True;male;25;49;True;divorced;401388.0
no;15;house;69800.0;1;2;False;False;male;17;41;True;single;200694.0
no;15;house;89300.0;0;1;False;False;female;30;61;True;single;254000.0
no;20;apartment;76100.0;2;2;False;False;male;21;44;True;married;661000.0
no;6;house;90900.0;1;1;False;False;female;30;59;True;divorced;234174.0
no;15;house;92100.0;2;2;True;False;male;26;51;True;single;590000.0
no;15;house;61200.0;1;1;False;False;male;25;49;True;married;404457.0
no;28;apartment;84200.0;1;1;True;True;male;23;44;True;widowed;968000.0
no;18;apartment;95400.0;1;2;False;False;female;24;45;True;divorced;514000.0
no;11;apartment;97000.0;1;2;True;True;male;30;70;False;divorced;326000.0
no;13;apartment;65200.0;2;1;True;True;female;30;58;True;divorced;290000.0
no;17;apartment;90700.0;0;1;True;False;male;25;50;True;divorced;349000.0
no;15;apartment;64400.0;1;1;False;True;male;30;67;True;single;238000.0
no;6;apartment;60300.0;0;1;True;False;male;30;70;False;married;45000.0
yes;14;house;81800.0;2;3;True;False;female;30;66;True;divorced;298000.0
no;7;house;118800.0;0;1;True;True;male;30;62;True;single;235000.0
no;21;apartment;78000.0;3;3;True;False;female;22;47;True;single;430000.0
no;6;house;125500.0;2;3;True;False;male;28;50;True;divorced;286000.0
no;9;house;103200.0;2;3;False;True;female;30;62;True;divorced;257000.0
yes;24;house;86000.0;1;1;True;True;female;25;48;True;married;1024000.0
no;19;house;84200.0;2;3;True;False;male;22;44;True;married;495000.0
no;5;house;85100.0;1;1;True;False;male;30;61;True;divorced;112530.0
no;21;apartment;80900.0;1;2;True;False;female;28;50;True;single;415617.0
no;15;house;114000.0;1;1;False;False;male;30;53;True;divorced;545000.0
no;11;apartment;96800.0;1;2;True;False;female;25;44;True;divorced;384000.0
no;18;apartment;124100.0;0;1;True;False;female;18;44;True;married;434000.0
no;9;house;117800.0;2;2;True;False;male;30;67;True;married;312000.0
no;11;house;94700.0;1;1;False;False;female;30;54;True;single;379000.0
no;10;apartment;91900.0;0;1;True;False;male;27;50;True;married;157000.0
yes;5;house;88000.0;2;3;False;False;female;30;59;True;single;154000.0
no;21;house;84100.0;2;3;True;True;female;24;46;True;widowed;439000.0
no;14;house;79300.0;1;2;True;True;female;25;47;True;married;227106.0
yes;10;house;63700.0;1;1;False;True;female;30;53;True;divorced;333000.0
no;19;house;74000.0;1;1;True;False;male;26;48;True;divorced;404457.0
no;20;apartment;141300.0;0;1;False;False;male;18;44;True;widowed;665000.0
no;13;apartment;73400.0;2;1;True;False;male;29;50;True;widowed;331000.0
no;19;house;67800.0;2;2;False;True;female;26;46;True;divorced;436000.0
no;8;apartment;96800.0;2;3;True;True;female;30;70;False;widowed;163000.0
no;10;house;72700.0;2;2;True;True;male;30;63;True;divorced;299000.0
no;15;house;105200.0;0;1;True;False;female;30;74;False;single;426000.0
no;21;house;67000.0;3;3;True;False;male;19;43;True;married;461000.0
no;19;house;77500.0;2;1;True;True;male;30;53;True;married;557000.0
no;25;house;64700.0;0;1;False;False;male;20;43;True;divorced;363909.0
no;19;house;61300.0;1;1;False;False;male;23;43;True;married;481000.0
yes;17;house;77400.0;3;4;True;True;female;30;50;True;divorced;309000.0
no;12;house;62600.0;0;1;True;True;male;26;49;True;married;165000.0
no;21;house;73100.0;2;2;True;False;male;24;47;True;single;684000.0
no;15;apartment;100100.0;1;1;True;False;female;22;45;True;widowed;720000.0
no;11;apartment;64800.0;1;1;True;False;male;30;53;True;married;233000.0
no;22;apartment;61800.0;2;2;True;True;female;21;42;True;divorced;610000.0
no;10;house;69600.0;2;1;False;True;male;30;70;False;married;179000.0
no;16;apartment;92200.0;2;3;True;False;female;30;59;True;widowed;317000.0
no;13;house;65200.0;1;1;False;False;female;30;64;True;single;227000.0
no;5;apartment;66900.0;1;1;False;False;male;30;76;False;divorced;92000.0
no;14;apartment;62300.0;3;3;False;True;male;28;49;True;single;433000.0
no;20;house;74400.0;0;1;False;True;male;18;41;True;divorced;264000.0
no;6;apartment;71400.0;3;4;False;True;female;30;66;True;married;114000.0
no;24;apartment;74600.0;1;1;True;True;male;24;45;True;divorced;535000.0
no;19;apartment;77600.0;2;1;False;True;male;20;46;True;widowed;527124.0
no;17;apartment;117600.0;2;3;True;False;male;21;44;True;married;414000.0
yes;5;house;78600.0;3;4;True;False;male;30;59;True;widowed;109000.0
no;7;apartment;84800.0;2;2;False;False;male;30;62;False;married;227106.0
no;14;apartment;80800.0;0;1;True;False;female;30;72;False;married;323000.0
no;9;house;83000.0;2;2;True;True;male;26;52;True;divorced;246000.0
no;10;apartment;61300.0;2;3;True;True;female;30;67;True;divorced;146000.0
no;20;house;60300.0;1;1;False;True;female;24;45;True;widowed;408000.0
yes;12;apartment;89900.0;2;2;True;True;male;26;53;True;married;490000.0
no;18;house;61400.0;1;1;False;False;male;19;45;True;divorced;366978.0
yes;15;house;62100.0;2;2;False;True;male;30;48;True;divorced;488622.0
no;15;apartment;89500.0;1;1;False;False;male;30;63;True;single;370000.0
no;17;apartment;132400.0;2;3;True;True;female;23;46;True;widowed;867000.0
no;12;apartment;60600.0;3;3;False;True;male;30;60;True;married;269000.0
yes;8;house;74500.0;0;1;True;True;male;30;73;False;divorced;107000.0
no;8;house;72300.0;1;1;True;False;male;30;60;False;married;228000.0
no;18;apartment;70400.0;1;1;True;False;female;26;46;True;married;443000.0
no;25;apartment;92900.0;0;1;True;True;male;23;45;True;divorced;672000.0
no;14;apartment;66800.0;2;2;True;True;male;30;72;False;married;283836.0
no;10;apartment;89000.0;4;4;True;False;male;30;59;True;married;254000.0
no;15;apartment;61300.0;1;2;True;False;female;30;69;False;widowed;190557.0
no;10;apartment;97900.0;1;1;False;True;male;30;56;True;single;281000.0
no;20;house;95000.0;1;1;False;True;male;19;43;True;married;736000.0
no;14;apartment;60800.0;1;1;True;False;male;28;52;True;married;249000.0
no;18;house;84200.0;1;2;True;True;male;29;52;True;single;460000.0
no;5;apartment;107100.0;0;1;True;True;male;30;74;False;divorced;163215.0
no;14;apartment;64200.0;1;1;False;False;female;24;50;True;widowed;393000.0
no;26;apartment;74400.0;1;2;False;False;male;18;42;True;single;590000.0
no;18;house;87000.0;2;3;True;False;male;29;53;True;widowed;566000.0
no;23;house;83200.0;3;4;True;True;male;26;47;True;married;385000.0
no;5;house;144300.0;1;2;True;True;male;30;70;False;single;170000.0
no;22;apartment;92800.0;2;2;True;True;male;24;46;True;single;899000.0
no;11;apartment;93500.0;0;1;False;True;female;30;57;True;widowed;277000.0
no;6;apartment;61400.0;3;3;False;True;male;30;61;False;married;124000.0
no;16;apartment;64600.0;3;2;True;True;female;20;47;True;divorced;373000.0
no;19;house;67700.0;1;1;False;True;male;19;43;True;single;585000.0
no;18;apartment;108300.0;2;1;False;True;male;24;49;True;single;560604.0
no;10;house;108000.0;1;2;True;False;male;30;52;True;single;360000.0
no;8;apartment;68900.0;1;1;True;True;female;30;70;False;married;235000.0
no;5;house;101700.0;1;2;False;True;male;30;57;True;single;203000.0
no;17;apartment;76400.0;0;1;True;False;male;24;45;True;single;319000.0
no;10;apartment;143800.0;1;2;True;False;female;30;53;True;married;508000.0
no;24;house;71600.0;1;1;False;True;male;22;41;True;married;531216.0
no;10;apartment;74100.0;3;4;True;True;male;30;64;True;widowed;144000.0
no;13;house;79300.0;3;2;False;False;female;30;75;False;married;314247.0
no;12;house;61800.0;2;2;True;False;female;18;44;True;divorced;318000.0
no;6;apartment;63600.0;1;1;False;True;male;30;74;False;single;143000.0
no;18;apartment;94600.0;2;3;True;False;male;20;46;True;single;498000.0
no;21;house;78000.0;1;1;True;True;male;17;42;True;married;752000.0
no;21;apartment;65000.0;1;1;False;True;male;26;48;True;widowed;353000.0
no;13;apartment;65500.0;3;3;True;False;female;30;61;True;divorced;258000.0
no;18;house;125900.0;1;2;False;False;female;30;55;True;single;683271.0
no;15;apartment;83500.0;1;1;True;True;male;23;47;True;widowed;354000.0
no;18;apartment;72800.0;1;2;False;True;male;23;46;True;married;323000.0
no;17;apartment;68500.0;1;1;True;False;female;17;42;True;single;362000.0
no;8;apartment;104100.0;1;1;False;True;male;30;67;True;married;348750.0
no;26;house;100100.0;1;1;True;False;male;17;42;True;single;727000.0
no;16;apartment;73500.0;2;3;True;False;male;25;49;True;single;206000.0
yes;23;house;69100.0;3;2;False;True;female;24;45;True;widowed;682000.0
no;12;house;104300.0;2;3;True;True;male;30;61;False;married;275000.0
no;12;house;79500.0;2;3;True;False;female;30;56;True;single;245000.0
no;14;house;101300.0;0;1;False;False;female;30;60;True;married;335000.0
no;9;apartment;96300.0;1;2;False;False;male;27;51;True;married;201000.0
no;10;house;65500.0;1;1;True;True;male;30;56;True;married;288000.0
no;25;apartment;60800.0;2;2;False;True;male;18;43;True;divorced;563580.0
no;5;house;62800.0;1;1;False;True;female;30;58;True;married;122000.0
no;11;apartment;74100.0;2;2;True;True;male;30;78;False;married;342000.0
no;11;house;74800.0;2;2;True;False;female;30;60;False;married;318000.0
no;14;house;65900.0;1;1;True;False;male;27;50;True;single;348750.0
no;19;house;87600.0;1;1;True;False;male;26;49;True;single;758000.0
no;18;house;62600.0;2;1;True;True;female;18;42;True;widowed;353000.0
no;25;apartment;110000.0;3;4;False;False;female;24;44;True;married;846000.0
no;25;apartment;69900.0;2;3;False;True;male;21;43;True;married;402000.0
no;9;house;68400.0;1;1;True;True;male;30;59;True;married;160146.0
no;19;apartment;70700.0;2;3;False;True;male;23;51;True;divorced;350000.0
no;5;house;73300.0;1;1;True;True;male;30;61;False;single;135873.0
yes;11;house;76200.0;3;4;False;False;male;30;73;False;divorced;277000.0
no;16;house;96900.0;2;2;False;False;female;23;50;True;married;528000.0
no;10;apartment;66200.0;0;1;False;True;male;30;53;True;married;115599.0
yes;21;house;63100.0;3;4;True;False;male;25;43;True;married;312000.0
no;9;house;80900.0;1;2;True;True;male;30;73;False;single;187000.0
no;16;house;80500.0;1;2;True;True;male;23;48;True;single;459000.0
no;11;apartment;71800.0;2;3;False;True;female;30;58;True;married;206000.0
no;9;apartment;123400.0;0;1;True;False;male;28;51;True;single;333000.0
no;6;apartment;75900.0;0;1;True;True;male;30;51;True;single;86000.0
no;10;apartment;118100.0;2;2;True;False;male;30;57;True;married;315000.0
no;15;apartment;69000.0;1;1;True;True;female;26;47;True;married;435000.0
no;24;house;60600.0;3;3;True;True;female;22;43;True;single;695000.0
no;21;house;90300.0;1;1;False;True;female;22;42;True;divorced;463000.0
no;11;apartment;61600.0;1;2;True;True;female;30;69;False;married;155124.0
no;11;house;67000.0;2;2;False;True;male;30;65;False;married;357000.0
no;28;apartment;60400.0;2;2;True;False;female;20;42;True;divorced;840000.0
no;9;apartment;64800.0;1;1;False;False;female;27;51;True;divorced;169000.0
no;11;apartment;65500.0;0;1;False;True;male;30;63;True;single;191000.0
yes;9;house;74600.0;1;2;True;False;female;30;52;True;single;221000.0
no;19;apartment;88400.0;3;4;True;True;male;24;47;True;divorced;456165.0
no;21;apartment;73900.0;2;3;True;False;female;20;46;True;divorced;481000.0
no;6;apartment;71800.0;1;1;False;True;male;30;64;True;widowed;140000.0
no;9;apartment;71900.0;2;2;True;False;male;30;62;True;single;252000.0
yes;8;house;78300.0;0;1;False;False;male;30;61;True;divorced;118000.0
no;16;house;90200.0;2;2;True;True;female;23;44;True;divorced;517000.0
no;20;apartment;82800.0;1;1;True;False;female;20;47;True;divorced;508896.0
no;31;house;134500.0;0;1;False;False;male;19;41;True;single;772000.0
no;17;house;95400.0;2;1;False;False;male;17;42;True;widowed;615000.0
no;11;apartment;83900.0;2;2;False;False;male;30;74;False;married;209000.0
no;10;house;72700.0;0;1;False;True;male;30;54;True;married;158000.0
no;5;apartment;69300.0;0;1;True;True;male;30;57;True;married;86000.0
no;12;house;85900.0;2;1;True;True;male;30;54;True;married;416000.0
no;24;house;94300.0;1;1;False;True;female;18;41;True;divorced;1040019.0
no;32;house;72800.0;1;1;True;False;female;19;41;True;single;1063000.0
no;14;house;108900.0;2;2;True;False;male;28;54;True;single;493000.0
no;5;house;72800.0;1;1;False;False;female;30;76;False;single;151000.0
no;14;apartment;63100.0;2;2;False;False;male;29;53;True;married;356000.0
no;13;apartment;132300.0;0;1;True;False;male;24;50;True;divorced;601000.0
no;7;apartment;72700.0;2;2;True;False;male;30;77;False;married;231105.0
no;26;apartment;69300.0;1;1;True;False;female;18;42;True;divorced;440000.0
no;9;apartment;63200.0;1;2;False;False;female;30;54;True;divorced;187581.0
no;26;house;81100.0;3;3;False;False;male;22;43;True;widowed;684000.0
no;14;apartment;62100.0;2;2;False;False;female;28;53;True;married;402411.0
no;14;house;83600.0;0;1;True;True;female;23;46;True;married;306000.0
no;17;house;79400.0;2;2;True;True;male;27;51;True;divorced;466302.0
no;15;apartment;128000.0;2;1;True;True;male;27;50;True;single;505000.0
no;6;house;112900.0;0;1;False;True;male;30;55;True;married;207000.0
no;15;apartment;104500.0;0;1;True;False;male;30;78;False;married;332475.0
no;8;apartment;114600.0;1;2;False;False;male;30;55;True;widowed;252000.0
no;21;apartment;93800.0;3;3;True;True;male;25;45;True;widowed;622000.0
no;10;apartment;74700.0;0;1;True;False;male;28;51;True;single;154101.0
no;16;house;93600.0;2;1;True;False;female;28;52;True;divorced;606000.0
no;16;apartment;88300.0;2;2;True;True;female;24;48;True;divorced;419000.0
no;7;house;93800.0;3;4;False;True;male;30;63;True;married;163000.0
no;23;apartment;65400.0;2;3;True;True;male;19;45;False;divorced;452000.0
no;18;house;113100.0;0;1;False;True;female;30;51;True;married;444000.0
no;17;apartment;88200.0;2;2;True;True;female;23;47;True;divorced;405000.0
no;5;apartment;62100.0;2;1;True;True;male;30;55;True;married;108000.0
no;23;apartment;109200.0;0;1;True;True;male;27;48;True;divorced;475000.0
no;18;house;67400.0;1;1;False;True;male;30;78;False;divorced;572000.0
no;8;house;97100.0;1;1;True;True;male;30;59;True;married;330000.0
no;15;house;88300.0;2;3;True;True;male;23;50;True;single;473370.0
no;13;house;141500.0;1;1;True;True;male;30;78;False;single;851000.0
no;24;apartment;96500.0;1;1;True;False;male;23;43;True;divorced;742000.0
yes;7;house;61100.0;3;3;False;False;male;30;63;False;single;202000.0
no;14;house;127400.0;1;1;True;False;male;30;60;True;married;799000.0
no;23;apartment;75700.0;1;2;True;True;female;22;46;True;single;407000.0
no;24;apartment;87600.0;1;1;False;False;male;14;41;True;married;812000.0
no;9;house;62900.0;1;2;False;False;male;30;52;True;single;119000.0
no;17;house;85200.0;2;1;True;True;male;30;69;False;married;605000.0
no;8;apartment;78200.0;0;1;False;True;female;28;52;True;divorced;112000.0
no;25;house;77900.0;1;2;False;True;male;18;41;True;married;506000.0
no;11;house;89000.0;2;3;True;True;male;30;63;True;single;238000.0
no;19;house;98600.0;1;2;True;False;male;17;42;True;married;542000.0
no;15;apartment;82200.0;2;1;True;True;female;27;48;True;married;397000.0
no;28;apartment;107600.0;2;2;True;True;male;20;43;True;divorced;1358000.0
no;23;apartment;63200.0;2;3;True;True;male;18;42;False;divorced;275000.0
no;19;house;89300.0;2;2;False;False;male;19;42;True;married;696384.0
no;24;apartment;98100.0;1;1;True;True;male;22;45;True;divorced;805000.0
no;5;house;101000.0;1;2;True;False;male;30;74;False;married;132000.0
no;12;house;63600.0;2;1;False;False;male;30;58;True;married;203000.0
no;19;house;70700.0;1;1;False;True;male;26;47;True;married;657882.0
no;8;house;108400.0;1;2;True;True;male;30;77;False;married;174000.0
no;15;apartment;66100.0;1;1;False;False;male;30;59;True;single;432822.0
no;19;house;137700.0;2;3;False;False;male;30;63;True;divorced;1001000.0
no;18;apartment;68300.0;2;2;True;True;female;26;48;True;single;327000.0
no;24;apartment;88600.0;2;1;False;True;male;24;44;True;divorced;499000.0
no;10;house;64000.0;2;3;True;True;male;30;64;True;widowed;165000.0
no;12;house;66100.0;1;1;True;True;female;30;56;True;widowed;304000.0
yes;9;house;84100.0;0;1;True;False;male;30;59;True;divorced;239196.0
no;17;house;79600.0;0;1;True;True;female;22;46;True;single;340000.0
no;16;house;89300.0;1;1;True;True;male;28;50;True;married;412000.0
no;11;house;67500.0;1;1;True;True;male;30;53;True;divorced;339000.0
no;13;house;76600.0;1;2;True;False;male;30;55;True;single;306000.0
no;11;apartment;81900.0;1;2;True;True;female;30;55;True;divorced;242265.0
no;5;house;120700.0;2;2;False;True;male;30;54;True;single;183000.0
no;18;house;95900.0;2;2;True;True;female;30;53;True;married;802869.0
no;9;apartment;107400.0;1;1;False;True;female;30;55;True;single;289000.0
no;16;apartment;67500.0;2;3;True;True;male;27;48;False;single;301000.0
no;23;house;68900.0;1;1;False;True;male;28;46;True;single;688000.0
no;20;apartment;69200.0;1;2;True;False;female;30;65;False;single;479000.0
no;22;house;63500.0;2;2;False;False;female;22;45;True;married;651000.0
no;17;apartment;117100.0;0;1;True;True;male;25;46;True;divorced;591000.0
no;14;house;64200.0;2;2;True;True;male;30;53;True;single;335000.0
yes;14;apartment;106700.0;0;1;True;False;male;30;51;True;married;359910.0
no;26;house;140600.0;0;1;True;False;male;17;43;True;widowed;1058340.0
no;21;apartment;91100.0;1;2;True;True;male;19;41;True;married;498000.0
no;12;house;90300.0;1;1;True;True;female;30;53;True;divorced;400000.0
yes;16;house;65800.0;1;1;False;False;male;30;58;True;divorced;468000.0
no;10;apartment;77100.0;0;1;False;True;female;30;79;False;divorced;130000.0
yes;7;house;95700.0;3;4;True;False;male;30;77;False;divorced;260000.0
no;6;house;62200.0;0;1;True;False;male;29;56;True;widowed;62868.0
no;9;house;62700.0;2;2;True;True;male;30;54;True;single;200000.0
no;22;apartment;69300.0;0;1;True;True;male;24;43;True;married;391000.0
no;8;apartment;81400.0;2;3;False;False;female;30;59;True;married;214000.0
no;12;house;70200.0;2;3;True;True;female;30;51;True;married;256000.0
no;13;house;81300.0;1;1;True;False;female;30;55;True;married;287000.0
no;14;apartment;61000.0;2;2;True;True;male;22;45;True;divorced;291000.0
no;5;house;104900.0;2;3;False;True;male;30;72;False;married;163215.0
no;16;apartment;105600.0;0;1;True;True;male;30;58;True;single;438960.0
no;7;house;90300.0;1;1;True;False;male;30;54;True;married;240219.0
no;10;apartment;85900.0;1;2;False;False;male;30;61;True;single;179000.0
no;12;apartment;86200.0;1;1;True;True;male;30;66;True;divorced;385000.0
no;11;apartment;70600.0;3;3;True;True;male;30;57;True;divorced;251000.0
no;11;apartment;93600.0;2;3;True;True;male;30;75;False;single;282000.0
no;13;apartment;81500.0;1;1;True;True;male;26;54;True;widowed;394000.0
no;15;apartment;75100.0;2;2;True;False;female;30;68;False;divorced;390000.0
no;24;house;99500.0;2;3;False;False;female;19;42;True;single;769000.0
no;12;apartment;66400.0;1;1;True;False;female;30;53;True;married;315270.0
no;10;house;86700.0;1;1;True;True;male;30;59;True;divorced;223000.0
no;18;apartment;70400.0;2;1;True;False;male;30;51;True;married;542000.0
no;12;house;85400.0;2;3;True;False;male;30;53;True;single;191000.0
no;5;apartment;65200.0;2;1;False;True;male;30;66;True;single;95325.0
no;5;apartment;95000.0;2;1;True;False;male;30;69;False;single;215000.0
no;20;house;67600.0;2;2;False;True;female;19;41;True;married;340000.0
yes;9;apartment;104600.0;3;4;False;False;female;30;56;True;single;358000.0
no;29;house;60700.0;1;1;True;True;female;17;41;True;widowed;638000.0
no;19;house;71300.0;1;1;False;False;female;19;41;True;single;364000.0
no;10;apartment;89600.0;2;2;False;False;male;30;67;True;married;254000.0
no;18;apartment;66100.0;1;1;True;True;male;30;59;True;single;533000.0
no;7;house;60300.0;3;2;True;True;female;30;68;False;divorced;194000.0
no;15;apartment;110000.0;0;1;False;False;male;27;51;True;single;299088.0
no;9;apartment;103600.0;1;1;True;True;male;19;46;True;married;373000.0
no;12;apartment;62100.0;1;2;True;True;female;30;68;False;divorced;216969.0
no;19;house;130000.0;3;4;False;True;male;19;46;True;married;724000.0
no;17;house;66500.0;1;1;True;False;female;18;43;True;single;410000.0
no;22;house;100500.0;2;2;True;True;male;24;46;True;divorced;1082613.0
yes;21;apartment;74600.0;1;1;False;False;male;27;48;True;married;555000.0
no;5;apartment;64100.0;1;1;False;True;male;30;54;True;married;97000.0
yes;9;house;70600.0;0;1;False;False;female;30;55;True;divorced;173352.0
no;12;house;107800.0;1;1;True;True;male;30;72;False;married;346000.0
no;15;house;82300.0;2;2;True;False;male;22;48;True;single;527000.0
no;13;house;119000.0;2;3;True;False;female;28;52;True;single;488000.0
no;9;apartment;66900.0;1;1;True;True;male;30;66;True;married;165000.0
no;6;house;88400.0;1;1;True;True;male;30;63;True;divorced;138000.0
no;7;house;97400.0;2;3;True;True;male;30;53;True;single;194000.0
no;17;house;68200.0;2;2;True;True;male;19;46;True;married;556000.0
no;20;house;77700.0;1;1;True;True;male;22;45;True;widowed;490000.0
no;19;apartment;64000.0;2;3;False;True;male;30;77;False;widowed;213000.0
no;15;house;121500.0;1;1;True;True;female;28;50;True;married;500000.0
no;13;apartment;90400.0;2;2;True;True;male;30;64;False;divorced;439983.0
yes;5;house;80000.0;2;2;True;False;female;30;79;False;divorced;137000.0
no;17;house;78100.0;1;2;False;False;female;23;48;True;divorced;388000.0
no;13;apartment;69600.0;3;2;False;True;male;30;57;True;divorced;426000.0
no;8;apartment;66300.0;1;1;True;False;female;30;75;False;married;157170.0
no;13;house;69500.0;1;1;True;True;male;27;49;True;single;398000.0
no;7;house;82900.0;1;1;False;False;male;30;57;True;married;202000.0
no;13;house;75000.0;2;2;True;True;male;23;48;True;single;288000.0
no;12;house;101700.0;2;2;True;False;male;30;55;True;single;316000.0
no;8;house;81400.0;2;3;True;False;male;30;72;False;single;204000.0
no;15;apartment;102200.0;2;3;False;False;male;28;50;True;married;470000.0
no;19;apartment;88300.0;2;1;True;True;male;23;48;True;married;647000.0
no;24;house;87700.0;2;2;True;True;male;21;43;True;single;776000.0
